Location,Rating,Comment,Transaction Date and Time,Transaction Value,feedback_id,,
Cambridge  ,5,"Excellent service, lovely smiles from the staff, the coffee was superb with a cute seahorse design. Would highly recommend coming here. I used to work at ABCs in Warkworth as a barista and your coffee was one of the very best I have had in a very long time. Thanks heaps ABCs Cafe Cambridge.",24/10/2024 10:53:00 AM,$5.30,4978910,,
New Plymouth  ,5,"Service, coffee, scone and gluten free tkoawstee for my husband",24/10/2024 8:22:00 AM,$9.80,4978911,,
Marlborough  ,5,"Service, great coffee, and on the menu, something for everyone.",23/10/2024 11:45:00 AM,$36.10,4978913,,
Newtown,5,Perfect service,24/10/2024 10:29:00 AM,$11.20,4978914,,
Te Rapa  ,5,Delicious scones for my wife and I as well as fries for the kids. Covered all the bases and I was delighted with the free coffee on my loyalty card.,24/10/2024 10:16:00 AM,$18.80,4978915,,
Levin  ,5,Excellent staff sevice great very friendly,24/10/2024 10:01:00 AM,$24.70,4978918,,
Te Rapa  ,4,"There is nothing the cafe can do. It was a busy morning, and with all the people wandering past our table hard to relax. The food and tea was very, very good. Husband demolished his scrambled eggs, bacon, and tomato. My scone was very tasty.",24/10/2024 10:13:00 AM,$30.50,4978919,,
Riccarton,5,just a nice place and good coffee,24/10/2024 10:29:00 AM,$15.80,4978920,,
Richmond,4,A bit cheaper coffee,24/10/2024 7:56:00 AM,$5.30,4978922,,
Oamaru  ,5,Variety of gf food and customer service,24/10/2024 9:35:00 AM,$29.00,4978923,,
Albany ,5,"Often have a hot drink while in Albany, ABCs Coffee gets the nod. Service is quick, staff are friendly.
our choice of treats are always tasty!",24/10/2024 9:45:00 AM,$12.00,4978924,,
Levin  ,5,Great service! Food and coffee really good! Thanks.,24/10/2024 9:20:00 AM,$18.00,4978928,,
Palmerston Nth ,5,Friendly staff great service great coffee,24/10/2024 9:07:00 AM,$15.10,4978929,,
Invercargill  ,5,The chick who made the coffee. She was awesome,24/10/2024 9:52:00 AM,$4.00,4978930,,
Pukekohe  ,5,A,24/10/2024 9:44:00 AM,$5.30,4978931,,
Napier  ,5,The staff are always friendly and the cafe is always clean and tidy,24/10/2024 8:41:00 AM,$20.10,4978933,,
Dunedin  ,5,"Great food, served promptly by friendly staff??",24/10/2024 9:11:00 AM,$59.10,4978934,,
Te Awamutu  ,5,"The guys and girls are fantastic always happy and they create a great atmosphere 
Thanks Phil",24/10/2024 9:03:00 AM,$30.40,4978935,,
Palmerston Nth,5,The service and the food,23/10/2024 10:54:00 AM,$25.70,4978936,,
Sylvia Park ,5,"Great service, efficient, amazing coffee and staff always have a smile on their face.",24/10/2024 9:26:00 AM,$15.90,4978937,,
Pakuranga,5,The staff personally wish me a happy birthday.,24/10/2024 10:02:00 AM,$10.60,4978940,,
Hastings  ,5,An extremely friendly and polite Staff member - Cabinet food looked lovely with fresh flowers scattered,24/10/2024 8:15:00 AM,$10.00,4978942,,
Crofton Downs  ,5,Friendly staff coffee is great,24/10/2024 11:33:00 AM,$10.39,4978944,,
Gate Pa ,5,Friendly prompt service and coffee and wrap delicious,24/10/2024 10:50:00 AM,$14.10,4978945,,
Broadway,5,Friendly and helpful staff as well as space to sit.,24/10/2024 11:34:00 AM,$16.50,4978947,,
Oamaru  ,5,Happy staff and lovely food,24/10/2024 7:09:00 AM,$4.05,4978950,,
Botany  ,3,Very slow service.,24/10/2024 12:02:00 PM,$20.50,4978951,,
Botany  ,3,Very slow service,24/10/2024 12:04:00 PM,$12.30,4978953,,
Gisborne  ,2,"The coffee was terrible. Tasteless and lukewarm.
I have had amazing coffee there on previous visits, but today did not live up to my expectations",24/10/2024 9:25:00 AM,$18.00,4978955,,
Kapiti  ,5,Excellent coffee and ambience,24/10/2024 9:44:00 AM,$0.80,4978959,,
Takanini  ,5,"Delicious food, excellent service and friendly staffs",24/10/2024 8:31:00 AM,$52.30,4978960,,
Levin  ,5,friendly staff and banana loaf which is to die for!,24/10/2024 10:07:00 AM,$15.80,4978961,,
Napier  ,5,Thè great staff and great coffee,24/10/2024 9:49:00 AM,$0.00,4978962,,
Kerikeri,4,More food in the cabinet,24/10/2024 12:15:00 PM,$12.50,4978963,,
Whangarei  ,5,Fast efficient and friendly,24/10/2024 9:38:00 AM,$22.50,4978964,,
Rotorua  ,5,"Love your date scones, coffee and atmosphere.",23/10/2024 11:46:00 AM,$10.10,4978965,,
Marlborough  ,5,The “service” can’t be faulted,24/10/2024 11:15:00 AM,$0.00,4978966,,
Glenfield ,5,Staff are always so nice. Food And drinks delicious.,24/10/2024 11:45:00 AM,$27.00,4978967,,
Papanui  ,5,"Fast friendly service, great coffee and cheese scones to die for",24/10/2024 9:08:00 AM,$10.10,4978968,,
Nelson  ,2,"Service and food are great!
However, this is the third time we have been in to the Mitre 10 Mega Nelson Cafe ABCs and been REALLY DISAPPOINTED WITH THE COFFEE. We are not coffee aficionados And I don’t know what has changed because their coffees used to be one of the best. We used to order flat whites but they became weaker in taste so had decided to order Americanos - they tasted like they had been watered down. Awful, but because we had mentioned the weak coffee last time, we didn’t want to make a fuss this time. Not sure what the problem is, whether the barist has changed or the coffee blend they are using, but certainly lacks the ABCs punch we have come to expect and it has put us off from going as often as we used to.Sorry to say.",24/10/2024 9:31:01 AM,$14.20,4978969,,
Ferryhead,4,"Just improve the passionfruit muffin that we ate. Lacked flavour, you wouldnt know it had passionfruit in it.",24/10/2024 9:50:00 AM,$15.10,4978970,,
Botany ,5,Coffee,24/10/2024 12:32:00 PM,$6.30,4978973,,
MT Wellington  ,4,"Low car sugar free treat options would be amazing, and bullet proof coffees",24/10/2024 8:38:00 AM,$30.00,4978975,,
Invercargill,5,Friendly staff and cakes.,24/10/2024 9:37:00 AM,$17.10,4978976,,
Taupo  ,5,Always great service by friendly staff. Yummy food we enjoy,24/10/2024 9:28:00 AM,$23.50,4978978,,
Botany ,4,Have some muffins past 11.30am,24/10/2024 11:03:00 AM,$17.10,4978981,,
Te Rapa  ,5,Lovely prompt and friendly service,24/10/2024 9:28:00 AM,$9.50,4978983,,
Rangiora,5,"Great coffee, large tasty scones, friendly staff.",24/10/2024 9:28:00 AM,$12.10,4978986,,
Glen Eden,5,Really yummy food and great service,24/10/2024 8:38:00 AM,$32.80,4978988,,
Williams Drive,5,Great service,24/10/2024 11:00:00 AM,$22.90,4978990,,
Pukekohe  ,5,The service,24/10/2024 10:16:00 AM,$19.50,4978991,,
Rotorua,5,Brilliant service; Eddison is very friendly and welcoming! Great coffee and tea and the most delicious scones both date & orange and savoury.,24/10/2024 9:21:00 AM,$19.80,4978992,,
Rangiora,5,Great and friendly Service from Donnette,24/10/2024 11:25:00 AM,$10.80,4978994,,
Marlborough  ,5,All serving so friendly giving a nice atmosphere. Service prompt,23/10/2024 11:42:00 AM,$23.50,4978995,,
Rotorua  ,5,Service and good food and good coffee,24/10/2024 10:29:00 AM,$19.50,4978997,,
Rangiora,5,Beautiful food and coffee.,24/10/2024 11:24:00 AM,$18.30,4979000,,
Aubyn  ,5,Staff so friendly,24/10/2024 10:29:00 AM,$12.10,4979001,,
Palmerston Nth,5,The food is amazing,24/10/2024 10:39:00 AM,$49.60,4979002,,
Richmond,5,Great service & great staff,21/10/2024 9:39:00 AM,$5.80,4979006,,
Nelson ,5,Good service,24/10/2024 9:28:00 AM,$10.30,4979007,,
Rangiora,5,Friendly staff,24/10/2024 11:41:00 AM,$5.80,4979008,,
Cambridge  ,4,"clean the table between the slats they are filthy crumbs, food bits etc",24/10/2024 11:03:00 AM,$29.00,4979010,,
Westgate  ,5,"Northwest staff are always happy, friendly and helpful.",24/10/2024 11:15:00 AM,$37.00,4979011,,
Botany ,5,Really quick coffee service and both has differant patterns. Mine is a fussy order but they got it spot on.,24/10/2024 8:40:00 AM,$33.50,4979012,,
New Plymouth  ,5,"Coffee was great, right heat, good atmosphere",24/10/2024 7:59:00 AM,$9.30,4979013,,
Bethlehem,5,The service,24/10/2024 10:10:00 AM,$10.40,4979014,,
Takanini  ,5,Coffee is great!!,24/10/2024 9:04:00 AM,$9.50,4979015,,
Westgate  ,4,Make sure the staff wipe the table with spray not just flick over it with their hands!! Especially while we are still trying to rid the country of Covid 19.,23/10/2024 11:32:00 AM,$13.50,4979016,,
Glen Innes,5,Great service and awesome coffee!,24/10/2024 10:23:00 AM,$4.50,4979021,,
Richmond,5,Gingernut Latte,24/10/2024 10:43:00 AM,$10.00,4979024,,
Papanui  ,5,Service good food and drinks,24/10/2024 9:32:01 AM,$10.00,4979026,,
Botany  ,5,"Good setting, clean environment, pleasant service and most importantly great coffee",24/10/2024 10:24:00 AM,$6.10,4979028,,
London St,5,The coffee is always perfect and the service is top notch. This has become our new weekend morning coffee spot,24/10/2024 8:08:00 AM,$11.40,4979038,,
Pukekohe  ,5,Great service and courteous servers.,24/10/2024 11:42:00 AM,$4.50,4979042,,
Aubyn  ,5,"GREAT XTRA HOT FLAT WHITES.NICE SCONES WHICH ARE BETTER THAN MY WIFES,BUT DONT TELL HER THAT...",24/10/2024 8:59:00 AM,$15.10,4979043,,
Masterton  ,5,"Quick friendly service. Went out of my way to get great coffee .too perfection.Hot, nice, quick",24/10/2024 9:45:00 AM,$5.30,4979046,,
New Lynn  ,5,the staff know me and have my order rung up before I reach the till. Extra hot Vanilla Late is superb,24/10/2024 9:43:00 AM,$33.60,4979047,,
Gate Pa ,5,Always extremely friendly service no matter what time or day you are there.,24/10/2024 10:04:00 AM,$9.10,4979050,,
Rangiora,5,Good food and prices reasonable,24/10/2024 9:25:00 AM,$29.10,4979051,,
Takanini  ,5,Great coffee and food as usual,24/10/2024 9:12:00 AM,$0.80,4979053,,
Greymouth  ,4,Better cabinet food,24/10/2024 8:27:00 AM,$20.00,4979054,,
Riccarton,5,"Excellent date and orange scones, great coffee. Got our coffee and food at the same time. Ordered a takeaway coffee to go and it was ready in a couple of minutes.",24/10/2024 9:51:00 AM,$22.00,4979055,,
Wanganui  ,5,The perfectly made mocca and the beautiful fresh muffins,24/10/2024 9:43:00 AM,$20.00,4979057,,
Bethlehem,5,Convenience.,24/10/2024 10:59:00 AM,$10.10,4979058,,
Manukau  ,3,Include the price of a Rosti in your eggs Benedict instead of charging $2.00 extra,24/10/2024 11:40:00 AM,$48.70,4979059,,
Gate Pa ,5,"Great service, especially for a big group of ladies requiring different hot drinks!!",24/10/2024 9:47:00 AM,$5.30,4979061,,
Hastings  ,5,Friendly staff and quick service even though they were busy. Yummy food.,24/10/2024 9:31:01 AM,$21.10,4979062,,
Petone  ,5,Always friendly staff,19/10/2024 8:50:00 AM,$4.80,4979063,,
Greymouth  ,5,Service and the eggs Benedict was the best ever. Coffees was lovely and hot,24/10/2024 10:57:00 AM,$72.70,4979064,,
Ellerslie ,5,Very good,24/10/2024 11:50:00 AM,$40.10,4979066,,
Palmerston Nth ,5,Good,24/10/2024 11:32:00 AM,$15.40,4979067,,
Ashburton ,5,for ashburton its just the best...100% people 100% service..,24/10/2024 9:22:00 AM,$20.40,4979068,,
Palmerston Nth ,4,Coffee could be a little thicker,24/10/2024 11:29:00 AM,$13.60,4979069,,
Ferryhead,5,Very friendly staff,24/10/2024 10:23:00 AM,$14.70,4979072,,
Invercargill,4,"The girls are very friendly, we only ever get a coffee, its a bit expensive and there is no discount using your own cups, whereas most other places discount own cup coffees. Other than that, it is a great location!",24/10/2024 12:40:00 PM,$11.60,4979077,,
Glen Eden,4,keep up the friendly service,24/10/2024 10:09:00 AM,$28.80,4979079,,
Greymouth  ,5,Quick service,24/10/2024 2:03:00 PM,$22.50,4979080,,
Henderson  ,4,Faster delivery of coffee and food,24/10/2024 10:19:00 AM,$20.80,4979084,,
Glenfield ,4,"Maybe sweep floor/clean a little more, overall lovely cafe !",24/10/2024 11:52:00 AM,$22.90,4979087,,
New Plymouth  ,5,Service with a smile and coffee was nice and hot.we are a group and they are always helpful.,20/10/2024 9:03:00 AM,$6.10,4979088,,
Gate Pa ,5,I love the coffee,24/10/2024 8:48:00 AM,$5.00,4979089,,
Manukau  ,5,Quality flog and great service.,24/10/2024 9:15:00 AM,$46.30,4979092,,
Masterton  ,5,Good food 7 Service.,23/10/2024 10:38:00 AM,$50.60,4979093,,
Whangarei  ,5,Good food friendly staff,24/10/2024 8:41:00 AM,$33.70,4979094,,
Crofton Downs  ,5,Great frenidly service. Good coffee,24/10/2024 6:56:00 AM,$9.00,4979096,,
Queenstown  ,4,"We ordered hot chips with our meal. The woman at the counter asked what size bowl we wanted, however it appears this was not charged. This I find unusual. When my husband asked for the order of chips, we were told that it was not charged but we could order the chips and pay for it. This was declined. As this was a mistake from the staff, wouldn’t it have been better customer service to have given us a bowl of chips. This is why this place was given a four and not a five. Other than this, the meals were great and the staff very pleasant to talk to.",24/10/2024 12:03:00 PM,$43.30,4979097,,
Rangiora,5,Always good food and coffee. Staff always courteous and friendly. Always clean and tidy.,24/10/2024 11:47:00 AM,$23.50,4979098,,
Dunedin  ,5,friedndly staff and good coffee,24/10/2024 8:41:00 AM,$22.10,4979099,,
Sylvia Park ,5,Friendly staff who know what you usually order and great food!,24/10/2024 7:22:00 AM,$20.54,4979100,,
Te Rapa  ,5,coffee,24/10/2024 10:31:00 AM,$51.00,4979101,,
Botany  ,5,"Food are nice , price are reasonable and the staffs are very friendly",24/10/2024 9:17:00 AM,$37.10,4979106,,
Pukekohe  ,5,Service was excellent as always. Just a very relaxing place to have lunch with friends.,24/10/2024 11:45:00 AM,$10.60,4979107,,
Wanganui  ,5,"All the staff are welcoming, look you in the eye and smile (even when busy). Lovely coffee and the ABCs breakfast is the BEST in the lower north Island. Special shout out to Allan"" :-)""",24/10/2024 7:46:00 AM,$42.00,4979110,,
Bethlehem,5,Best coffee ever & pleasant service,24/10/2024 11:50:00 AM,$15.10,4979111,,
Westgate  ,5,Nice food,24/10/2024 1:08:00 PM,$34.30,4979112,,
Kerikeri,5,"Swift service, lovely staff, light airy cafe. Very clean",24/10/2024 8:28:00 AM,$13.50,4979113,,
Petone  ,5,Friendly and efficient service,24/10/2024 11:01:00 AM,$28.50,4979114,,
Ferryhead,5,Always fast and friendly service,24/10/2024 11:26:00 AM,$4.50,4979115,,
Pakuranga,5,Prompt service and very tidy and clean premises.,24/10/2024 12:46:00 PM,$21.20,4979118,,
Papanui  ,5,Excellent service and lovely staff,24/10/2024 9:40:00 AM,$41.30,4979121,,
Domain,5,The service and friendliness of the staff,24/10/2024 1:25:00 PM,$18.50,4979122,,
Botany  ,4,Consistently better coffee. They also ran out of sausage for the ABCs breakfast,24/10/2024 9:52:00 AM,$54.70,4979124,,
Albany  ,5,Coffee wsa great,24/10/2024 9:43:00 AM,$50.00,4979125,,
Rotorua  ,5,good food and good company,24/10/2024 10:41:00 AM,$24.00,4979127,,
Botany ,5,The service was quick and friendly. The café was clean and today. We bought an iced chocolate and an iced mocha and both drinks were delicious!,24/10/2024 11:23:00 AM,$12.00,4979129,,
Wanganui  ,5,Just love going there for the food and workers,24/10/2024 8:48:00 AM,$12.80,4979131,,
Glenfield ,4,normally we'd get a thank you as we were leaving but didn't today maybe because it was busy bt my coffee and carrot cake was still good as always ????,24/10/2024 9:21:00 AM,$38.30,4979135,,
Henderson  ,5,Barista,24/10/2024 1:20:00 PM,$0.00,4979136,,
Petone  ,5,"Great coffee, the hot chocolate was nice and hot and the food was delicious!",23/10/2024 11:21:00 AM,$14.20,4979137,,
Albany ,1,"Our order was put in wrong. We waited an exceptionally long time for our food- which arrived wrong anyway. Eggs half raw and then the same eggs came back out just flipped and burnt. Waited another 20 min for new eggs and bacon. That’s it. No apologies. Nothing. Highly disappointed with how it affected our morning. Food was mediocre at best. One coffee was ice cold. The only redeeming factor was the other Americano was perfection. Doubt we would be returning soon after that, when there are other options in close proximity. We like to support business during Covid. But not if you don’t try your best on a Saturday morning.",24/10/2024 10:43:00 AM,$0.00,4979138,,
Newtown,4,Not super hot coffee this time.,24/10/2024 1:25:00 PM,$5.70,4979140,,
Westgate  ,5,Friendly staff. Delicious food,24/10/2024 10:02:00 AM,$56.50,4979141,,
MT Wellington  ,5,Enjoyed my hazelnut latte & sausage roll sitting amongst the plants.,24/10/2024 11:44:00 AM,$25.20,4979143,,
MT Wellington  ,5,Lovely coffee and the food was great as well,24/10/2024 10:19:00 AM,$36.40,4979144,,
Rotorua  ,4,"Was good scone, really good coffee. But music was a bit loud, although there was only a couple of other couples there, l still had trouble talking to my wife.",24/10/2024 8:07:00 AM,$14.90,4979145,,
Botany ,5,Awesome friendly fast service! Food & coffee is always good,24/10/2024 9:51:00 AM,$31.60,4979147,,
Gisborne  ,5,The food and awesome service,24/10/2024 8:05:00 AM,$55.60,4979149,,
Bethlehem,5,smiling happy courteous efficient staff,21/10/2024 2:13:00 PM,$10.60,4979150,,
Wanganui  ,5,Good service and nice coffee,23/10/2024 9:46:00 AM,$15.10,4979151,,
Crofton Downs  ,3,The staff are nice and the location is really handy with good parking but often the service is quite slow.,24/10/2024 9:55:00 AM,$5.00,4979153,,
Newtown,4,"Maybe stay open a little later and I could use some more affordable priced snacks and food, but the coffee is delicious!",24/10/2024 12:03:00 PM,$4.00,4979154,,
